Wall time,Step,Value
1493109488.089306,5,0.4039708971977234
1493109562.94818,6,0.44398584961891174
1493109637.627331,7,0.4611755311489105
1493109712.423286,8,0.47041478753089905
1493109787.19807,9,0.4945940673351288
1493109862.061988,10,0.5016708970069885
1493109936.882485,11,0.5158246755599976
1493110011.605136,12,0.5240809917449951
1493110086.366468,13,0.5341981053352356
1493110161.025245,14,0.5459012985229492
1493110235.88007,15,0.5464910268783569
1493110310.693793,16,0.5574995279312134
1493110385.389855,17,0.5586789846420288
1493110460.152043,18,0.5626105666160583
1493110534.85429,19,0.5663455724716187
1493110609.662534,20,0.5851022005081177
1493110684.476436,21,0.5860035419464111
1493110759.218621,22,0.5763711333274841
1493110833.997474,23,0.5860035419464111
1493110908.615807,24,0.6003538370132446
1493110983.34348,25,0.5871829986572266
1493111058.161769,26,0.6010220050811768
1493111132.976829,27,0.6062512397766113
1493111207.705143,28,0.6137212514877319
1493111282.384949,29,0.6101828217506409
1493111357.097021,30,0.6034991145133972
1493111431.79285,31,0.617259681224823
1493111506.596233,32,0.6070375442504883
1493111581.389088,33,0.6206761002540588
1493111656.09178,34,0.6314134001731873
1493111730.781151,35,0.6200118064880371
1493111805.43979,36,0.6241399645805359
1493111880.203674,37,0.6302339434623718
1493111954.939576,38,0.627678394317627
1493112029.611367,39,0.6363279223442078
1493112116.33558,0,0.6446540951728821
1493112197.118236,1,0.6526439785957336
1493112277.80533,2,0.6664045453071594
1493112358.570922,3,0.6591311097145081
1493112535.930274,0,0.6802279949188232
1493112614.30621,1,0.6483192443847656
1493112692.505639,2,0.6300373673439026
1493112770.433389,3,0.6363279223442078
1493112848.340414,4,0.646943211555481
1493112926.310554,5,0.6477295160293579
1493113004.178783,6,0.6550707817077637
1493113081.955893,7,0.6489089727401733
1493113159.796455,8,0.6528405547142029
1493113237.515493,9,0.6396697759628296
