Wall time,Step,Value
1493117950.666301,0,4.611446857452393
1493118028.01989,1,2.805260419845581
1493118105.281137,2,2.2004432678222656
1493118182.866729,3,1.8674086332321167
1493118260.587364,4,1.6989753246307373
1493118338.295727,5,1.5345697402954102
1493118416.197622,6,1.3900649547576904
1493118493.599188,7,1.294343113899231
1493118571.374771,8,1.2286776304244995
1493118648.794138,9,1.158911108970642
1493118726.517105,10,1.1634626388549805
1493118804.229379,11,1.087742805480957
1493118881.838981,12,1.037935495376587
1493118959.601273,13,0.9744423031806946
1493119037.06966,14,0.9830476641654968
1493119122.6195,0,0.9206027984619141
1493119203.839568,1,0.9038363099098206
1493119284.745345,2,0.8618211150169373
1493119365.957662,3,0.9034337997436523
1493119447.074795,4,0.8575149178504944
1493119528.296301,5,0.8593166470527649
1493119609.57301,6,0.851398229598999
1493119690.534641,7,0.9029168486595154
1493119771.842898,8,0.8660450577735901
1493119852.779804,9,0.8802870512008667
