Wall time,Step,Value
1493117950.666253,0,0.08451257646083832
1493118028.01983,1,0.29786813259124756
1493118105.28107,2,0.4194630980491638
1493118182.866682,3,0.501184344291687
1493118260.587313,4,0.5250691175460815
1493118338.295672,5,0.5700750350952148
1493118416.197565,6,0.6120283007621765
1493118493.599127,7,0.6405448317527771
1493118571.374719,8,0.6486379504203796
1493118648.794082,9,0.6648243069648743
1493118726.517054,10,0.6731148958206177
1493118804.229323,11,0.6827871799468994
1493118881.838922,12,0.7004716992378235
1493118959.601225,13,0.7206869125366211
1493119037.069601,14,0.7252269983291626
1493119122.619449,0,0.7289775013923645
1493119203.839521,1,0.7333201766014099
1493119284.745297,2,0.7514804601669312
1493119365.957614,3,0.7380576133728027
1493119447.074741,4,0.7352594137191772
1493119528.296248,5,0.7422029376029968
1493119609.572962,6,0.7425976991653442
1493119690.534591,7,0.7394394278526306
1493119771.84285,8,0.7574023008346558
